Probeset	Gene Symbol	EntrezsA	logFC	AveExpr	t	P.Value	adj.P.Val	B
203886_s_at	FBLN2	2199	0,988985981	8,43034159	2,745749571	0,013746491	0,085252548	-3,297970945
206715_at	TFEC	22797	1,204445259	6,979038643	2,745709052	0,01374766	0,085252548	-3,298050162
202097_at	NUP153	9972	0,753488953	10,48873507	2,745425481	0,013755844	0,085252548	-3,298604543
219296_at	ZDHHC13	54503	1,031480122	7,982657947	2,744856232	0,013772287	0,085252548	-3,299717361
203137_at	WTAP	9589	0,71405509	10,30801481	2,744196878	0,013791357	0,085252548	-3,30100622
219625_s_at	COL4A3BP	10087	-0,638986061	8,406836032	-2,744144602	0,01379287	0,085252548	-3,301108399
201805_at	PRKAG1	5571	-0,454676323	9,74265415	-2,742302934	0,013846273	0,085497642	-3,304707728
205534_at	PCDH7	5099	-0,737457047	6,451190352	-2,739003082	0,013942457	0,086006147	-3,31115467
205097_at	SLC26A2	1836	0,880297539	7,123226967	2,738051555	0,013970311	0,086092559	-3,313013141
201725_at	CDC123	8872	0,60393364	10,53138713	2,736803039	0,01400694	0,086232822	-3,315451308
203613_s_at	NDUFB6	4712	0,632712634	10,64821257	2,735150861	0,014055553	0,086446516	-3,318677133
203764_at	DLGAP5	9787	1,149548724	8,130254617	2,734679343	0,014069456	0,086446521	-3,319597624
202531_at	IRF1	3659	0,983789476	8,865548588	2,73278373	0,014125485	0,086650828	-3,323297617
221840_at	PTPRE	5791	0,75642688	8,591299589	2,731792861	0,014154857	0,086650828	-3,325231284
204308_s_at	TECPR2	9895	-0,619834162	7,948745413	-2,73137392	0,014167294	0,086650828	-3,326048764
219105_x_at	ORC6	23594	0,50912146	8,651460714	2,730934873	0,014180338	0,086650828	-3,326905426
203102_s_at	MGAT2	4247	0,713202526	9,16185472	2,730682022	0,014187856	0,086650828	-3,327398762
221879_at	CALML4	91860	0,757782257	7,026922737	2,730362483	0,014197362	0,086650828	-3,328022187
202954_at	UBE2C	11065	0,729622925	10,26578372	2,730265217	0,014200256	0,086650828	-3,328211949
212485_at	GPATCH8	23131	0,466810576	7,973590238	2,729377251	0,014226709	0,086727136	-3,329944218
219603_s_at	ZNF226	7769	-0,612819757	7,325795802	-2,728228253	0,014261009	0,08685108	-3,332185403
218189_s_at	NANS	54187	-0,764615609	9,437044605	-2,726084624	0,014325212	0,08715672	-3,336365726
204994_at	MX2	4600	0,967505914	9,355079555	2,723862309	0,014392065	0,087477867	-3,340698193
220651_s_at	MCM10	55388	0,775886041	7,51123124	2,723033908	0,014417062	0,087544227	-3,342312844
204672_s_at	ANKRD6	22881	0,613954865	5,986612093	2,721462918	0,01446458	0,087625117	-3,345374382
202800_at	SLC1A3	6507	0,765714512	8,455410076	2,721278479	0,014470169	0,087625117	-3,345733772
202338_at	TK1	7083	-0,812410169	8,950788775	-2,721122446	0,014474899	0,087625117	-3,346037804
201618_x_at	GPAA1	8733	-0,760036537	9,481704012	-2,72073163	0,014486751	0,087625117	-3,346799286
220690_s_at	DHRS7B	25979	-1,35830886	8,403750288	-2,719162363	0,014534438	0,08782812	-3,349856491
213107_at	TNIK	23043	-1,315131482	8,208791005	-2,71621763	0,014624329	0,088260504	-3,355591546
212293_at	HIPK1	204851	0,565425476	8,382248938	2,715889427	0,014634381	0,088260504	-3,356230597
205074_at	SLC22A5	6584	-0,706705742	8,327262341	-2,71328042	0,014714521	0,088552334	-3,361309606
201682_at	PMPCB	9512	0,522762536	10,06659023	2,712973046	0,014723991	0,088552334	-3,361907855
218276_s_at	SAV1	60485	0,990535814	7,830057666	2,712924307	0,014725493	0,088552334	-3,362002715
216321_s_at	NR3C1	2908	1,245326046	9,074068966	2,711593671	0,014766557	0,088713479	-3,364592249
201152_s_at	MBNL1	4154	0,611004354	9,367978897	2,710310077	0,014806273	0,088866224	-3,367089778
201054_at	HNRNPA0	10949	0,653519274	9,688176011	2,708861608	0,014851215	0,089050002	-3,369907569
39763_at	HPX	3263	-1,029390462	8,676058658	-2,706775976	0,014916154	0,089302056	-3,373963863
204502_at	SAMHD1	25939	0,900389805	9,047658508	2,706589487	0,014921974	0,089302056	-3,374326504
201493_s_at	PUM2	23369	0,639611188	9,823074076	2,705316148	0,014961771	0,089454124	-3,376802337
202539_s_at	HMGCR	3156	-0,939973864	8,610312056	-2,704544377	0,014985941	0,089512563	-3,378302724
202342_s_at	TRIM2	23321	1,840487171	7,74169048	2,70287796	0,015038257	0,089599105	-3,381541819
201328_at	ETS2	2114	0,722379463	7,895325208	2,702717517	0,015043303	0,089599105	-3,38185364
219275_at	PDCD5	9141	0,930345197	6,840684291	2,702706224	0,015043658	0,089599105	-3,381875587
219212_at	HSPA14	51182	0,715738085	9,92606649	2,702228639	0,015058689	0,089602801	-3,382803729
201016_at	EIF1AX	1964	0,964100759	8,462664332	2,701476888	0,015082377	0,089657957	-3,384264558
211934_x_at	GANAB	23193	-0,516571444	8,512993624	-2,699615746	0,015141178	0,089921535	-3,387880527
201421_s_at	WDR77	79084	0,501810261	8,760532121	2,698601846	0,015173304	0,090004151	-3,389850006
204526_s_at	TBC1D8	11138	-0,547935588	8,463845203	-2,696779322	0,015231215	0,090004151	-3,393389507
210473_s_at	ADGRA3	166647	0,813094036	7,779105845	2,69675184	0,01523209	0,090004151	-3,393442873
208978_at	CRIP2	1397	-1,118339005	8,511023299	-2,696589526	0,015237258	0,090004151	-3,393758055
205066_s_at	ENPP1	5167	-1,582673106	8,638007433	-2,696497526	0,015240188	0,090004151	-3,393936696
209016_s_at	KRT7	3855	-1,454051418	9,797722241	-2,696442586	0,015241938	0,090004151	-3,394043377
219247_s_at	ZDHHC14	79683	-0,489251933	8,768349377	-2,694247914	0,015312002	0,090332098	-3,398304194
206147_x_at	SCML2	10389	0,571085393	8,161133006	2,693777915	0,015327047	0,090335146	-3,399216493
209406_at	BAG2	9532	1,048049285	5,91531987	2,690831686	0,015421679	0,090806818	-3,404933922
203574_at	NFIL3	4783	0,828319875	8,341611214	2,689755457	0,015456386	0,090925081	-3,407021839
218204_s_at	FYCO1	79443	-0,619819096	8,416699445	-2,688171154	0,015507615	0,091140217	-3,410094849
200805_at	LMAN2	10960	-0,633706779	9,540430963	-2,684387505	0,015630618	0,091753597	-3,417430998
201284_s_at	APEH	327	-0,64910717	9,023224698	-2,684054306	0,015641495	0,091753597	-3,418076849
205538_at	CORO2A	7464	-0,493473078	7,724362305	-2,683554071	0,015657837	0,091758809	-3,419046412
211975_at	ARFGAP2	84364	-0,490653066	9,594798774	-2,682990328	0,015676275	0,091758809	-3,420138983
218070_s_at	GMPPA	29926	-0,545792565	8,024919984	-2,682673245	0,015686654	0,091758809	-3,42075347
213469_at	PGAP1	80055	0,673276841	4,888571226	2,681912036	0,015711598	0,091818342	-3,422228534
209524_at	HDGFRP3	50810	1,189013945	7,833547116	2,680954627	0,015743025	0,091915616	-3,424083561
205709_s_at	CDS1	1040	-0,754620423	8,012662839	-2,678433409	0,015826073	0,092313812	-3,428967304
201021_s_at	DSTN	11034	-0,607663553	10,99125511	-2,676517001	0,015889479	0,092596797	-3,432678296
218252_at	CKAP2	26586	0,893592898	8,496371888	2,675402408	0,015926468	0,09272545	-3,434836149
206199_at	CEACAM7	1087	-1,302160282	6,920525158	-2,671519623	0,016055967	0,09339196	-3,442350476
210951_x_at	RAB27A	5873	0,836359681	9,43255533	2,670760538	0,016081402	0,093452483	-3,443819026
219165_at	PDLIM2	64236	0,786821314	8,178885825	2,669849959	0,016111963	0,093542658	-3,445580446
203627_at	IGF1R	3480	0,559694024	7,177220385	2,669369384	0,016128115	0,093549085	-3,446509974
221698_s_at	CLEC7A	64581	0,96064207	8,122304797	2,668283882	0,016164655	0,093673647	-3,448609307
202732_at	PKIG	11142	0,677901403	8,533014392	2,666091197	0,016238706	0,094015152	-3,452848874
205596_s_at	SMURF2	64750	0,958317132	8,464955787	2,665147055	0,016270691	0,094104772	-3,454673954
218156_s_at	TSR1	55720	0,715403966	7,03785813	2,664741352	0,016284454	0,094104772	-3,455458122
202847_at	PCK2	5106	-0,880136011	8,683867381	-2,662938192	0,016345758	0,094371329	-3,458942814
218138_at	MKKS	8195	-0,50694601	8,721681609	-2,660317472	0,01643525	0,094713344	-3,464005812
208146_s_at	CPVL	54504	0,766824307	9,042902078	2,660311311	0,016435461	0,094713344	-3,464017713
209479_at	CCDC28A	25901	0,729529308	9,191839372	2,659707184	0,016456158	0,094744804	-3,465184551
218768_at	NUP107	57122	0,591335374	10,125083	2,657297996	0,01653894	0,095048197	-3,46983672
214838_at	SFT2D2	375035	0,826380677	9,775849112	2,657283904	0,016539426	0,095048197	-3,469863927
203505_at	ABCA1	19	0,623704209	10,15423718	2,654638898	0,016630772	0,095484895	-3,474969521
206414_s_at	ASAP2	8853	0,760168257	8,945684616	2,653920304	0,016655672	0,09553964	-3,476356257
206682_at	CLEC10A	10462	0,774741096	6,519113707	2,65298645	0,016688085	0,095637337	-3,478158176
206651_s_at	CPB2	1361	-0,914808623	5,248085135	-2,651831766	0,016728245	0,095734564	-3,480385847
205977_s_at	EPHA1	2041	-0,548376844	7,789171546	-2,65161361	0,016735843	0,095734564	-3,480806679
218526_s_at	RANGRF	29098	0,634181834	8,190206227	2,650212127	0,016784732	0,095863705	-3,483509878
203341_at	CEBPZ	10153	0,672844741	7,962584428	2,650082729	0,016789253	0,095863705	-3,483759434
208131_s_at	PTGIS	5740	0,92979456	7,734592476	2,649540404	0,016808213	0,095883915	-3,484805305
202783_at	NNT	23530	1,016977523	6,551892599	2,648847578	0,016832464	0,095934245	-3,486141289
218134_s_at	RBM22	55696	0,688258204	9,042587202	2,646959846	0,016898711	0,096054514	-3,489780717
209892_at	FUT4	2526	0,565254581	7,451510368	2,646958901	0,016898744	0,096054514	-3,489782538
221542_s_at	ERLIN2	11160	-0,968116833	7,194947631	-2,646925745	0,01689991	0,096054514	-3,489846452
212200_at	ANKLE2	23141	0,840710802	8,354445578	2,645181104	0,01696136	0,09629865	-3,493209066
205361_s_at	PFDN4	5203	1,129336374	9,44931078	2,644827608	0,016973837	0,09629865	-3,493890284
204369_at	PIK3CA	5290	1,326700792	7,4370499	2,644069167	0,017000637	0,096362771	-3,495351745
214321_at	NOV	4856	0,682419932	6,240014469	2,643113284	0,017034471	0,09646661	-3,497193422
219401_at	XYLT2	64132	-0,522029898	7,289796608	-2,640296852	0,017134533	0,096944973	-3,502618215
204653_at	TFAP2A	7020	-0,969464336	10,45175844	-2,638914065	0,017183866	0,097135706	-3,505280779
206052_s_at	SLBP	7884	0,763856927	9,47545607	2,638349151	0,017204059	0,097161523	-3,506368362
204952_at	LYPD3	27076	-0,960698961	8,6691994	-2,636132406	0,017283516	0,097286306	-3,510635172
212850_s_at	LRP4	4038	-0,550585987	6,45148743	-2,635999725	0,017288283	0,097286306	-3,510890513
218376_s_at	MICAL1	64780	0,683882306	6,537618766	2,635843861	0,017293885	0,097286306	-3,51119046
219684_at	RTP4	64108	1,239476737	8,122774736	2,635553647	0,017304319	0,097286306	-3,511748934
206158_s_at	CNBP	7555	0,503719423	11,72175751	2,635551858	0,017304383	0,097286306	-3,511752377
201665_x_at	RPS17	6218	0,645462896	12,4152281	2,634881454	0,01732851	0,097333943	-3,513042376
204834_at	FGL2	10875	1,311726519	8,967156324	2,634282946	0,017350076	0,097367125	-3,514193919
203625_x_at	SKP2	6502	1,008174965	9,041156831	2,633237043	0,017387826	0,097490983	-3,516206007
219119_at	LSM8	51691	0,554797363	8,026562789	2,632221853	0,017424541	0,097608827	-3,518158701
213032_at	NFIB	4781	1,207653456	8,186330827	2,629159105	0,017535758	0,098057002	-3,524047969
214022_s_at	IFITM1	8519	0,888973617	11,71486379	2,629150091	0,017536087	0,098057002	-3,524065297
212192_at	KCTD12	115207	0,75525072	10,42823458	2,62718162	0,017607926	0,098370244	-3,527848934
216274_s_at	SEC11A	23478	0,577241126	10,15252975	2,626303837	0,017640051	0,098461253	-3,529535767
203099_s_at	CDYL	9425	-0,520483878	7,888495844	-2,624248227	0,017715501	0,098660403	-3,533485124
206854_s_at	MAP3K7	6885	0,835858029	8,071469065	2,624183635	0,017717876	0,098660403	-3,533609202
213233_s_at	KLHL9	55958	0,606562735	10,24769542	2,624035377	0,017723331	0,098660403	-3,533893991
210761_s_at	GRB7	2886	-1,158883579	7,994386705	-2,62138297	0,017821182	0,099088169	-3,538987915
205354_at	GAMT	2593	-0,761027403	6,997262356	-2,621089333	0,017832046	0,099088169	-3,539551712
212378_at	GART	2618	0,726646277	8,709038609	2,620462125	0,017855273	0,09912865	-3,540755897
209187_at	DR1	1810	0,821812057	8,806006777	2,61941686	0,017894046	0,099255289	-3,542762452
213248_at	LOC730101	730101	0,571500454	6,597300781	2,617711905	0,017957462	0,099518271	-3,546034682
222190_s_at	C16orf58	64755	-0,475496176	7,82714542	-2,615235283	0,018049962	0,099941821	-3,550786375
218584_at	TCTN1	79600	-0,582028498	8,86371465	-2,614351463	0,018083082	0,100036125	-3,55248164
212114_at	ATXN7L3B	552889	-0,625506488	10,78371453	-2,613466268	0,018116311	0,100098179	-3,554179307
201092_at	RBBP7	5931	0,548561395	10,98286116	2,613160937	0,018127787	0,100098179	-3,554764829
220171_x_at	GPALPP1	55425	0,601463149	5,309573106	2,612767231	0,018142594	0,100098179	-3,555519783
219629_at	FAM118A	55007	-0,502986448	6,47433328	-2,611727679	0,018181746	0,100225262	-3,557512962
52285_f_at	CEP76	79959	1,055563905	6,512040084	2,611180299	0,018202394	0,100250209	-3,558562345
219731_at	ENTPD1-AS1	728558	-0,514073325	8,063318423	-2,610654459	0,01822225	0,100270755	-3,559570348
212136_at	ATP2B4	493	0,7324617	8,570878192	2,60928846	0,018273929	0,100466218	-3,562188493
204220_at	GMFG	9535	0,909271594	8,587587486	2,608290775	0,018311762	0,100498584	-3,564100353
204033_at	TRIP13	9319	0,849352383	9,559614551	2,608280782	0,018312141	0,100498584	-3,564119501
217844_at	CTDSP1	58190	-0,437495848	8,871889118	-2,60784755	0,018328593	0,100500171	-3,564949605
201720_s_at	LAPTM5	7805	0,796425695	10,67536775	2,606881868	0,018365316	0,100534521	-3,566799719
212098_at	MGAT5	4249	0,541022988	10,06932783	2,606832514	0,018367195	0,100534521	-3,566894266
202696_at	OXSR1	9943	0,593126736	8,807257573	2,606159698	0,018392824	0,100586262	-3,56818311
208092_s_at	FAM49A	81553	0,573865279	7,494120647	2,605331665	0,018424413	0,100591985	-3,569769099
207808_s_at	PROS1	5627	1,032947886	7,851802209	2,605230859	0,018428262	0,100591985	-3,569962165
208818_s_at	COMT	1312	-0,736789284	10,49452578	-2,604858839	0,018442474	0,100591985	-3,570674641
200894_s_at	FKBP4	2288	-0,634195662	7,99198485	-2,604362481	0,018461452	0,100591985	-3,571625178
204975_at	EMP2	2013	-0,729611617	10,63996346	-2,604014757	0,018474758	0,100591985	-3,572291033
219911_s_at	SLCO4A1	28231	0,489480369	7,454490401	2,603378457	0,018499131	0,100636568	-3,573509385
221935_s_at	EOGT	285203	0,72572396	5,990386235	2,601467384	0,018572517	0,100875586	-3,577167857
202638_s_at	ICAM1	3383	1,007448269	7,819295748	2,601352613	0,018576933	0,100875586	-3,577387535
204332_s_at	AGA	175	-0,857112196	9,966021596	-2,600968038	0,018591737	0,100875586	-3,5781236
204623_at	TFF3	7033	-1,972125936	9,74534727	-2,600168492	0,018622552	0,100898379	-3,57965376
202502_at	ACADM	34	-0,717528272	9,358039086	-2,600017129	0,018628392	0,100898379	-3,579943415
205455_at	MST1R	4486	-0,649632581	7,664242486	-2,599524611	0,018647404	0,100913451	-3,58088587
201846_s_at	RYBP	23429	-0,55722129	7,962929999	-2,597481415	0,018726471	0,101253217	-3,584794821
207761_s_at	METTL7A	25840	-1,144642559	10,50274977	-2,594770157	0,018831885	0,101734719	-3,589979898
40093_at	BCAM	4059	-0,43379518	8,607750759	-2,593704203	0,018873484	0,101870939	-3,592017835
203544_s_at	STAM	8027	0,695999738	9,222529455	2,593118517	0,018896377	0,101906049	-3,593137426
209533_s_at	PLAA	9373	0,773417639	7,411939823	2,592162387	0,018933808	0,101957202	-3,594964925
209585_s_at	MINPP1	9562	0,623954093	7,99667723	2,591356552	0,018965409	0,101957202	-3,596504941
213915_at	NKG7	4818	0,98224455	6,61326944	2,591286591	0,018968155	0,101957202	-3,596638631
216032_s_at	ERGIC3	51614	-0,694975628	10,28361065	-2,591202627	0,018971451	0,101957202	-3,59679908
207785_s_at	RBPJ	3516	0,623972505	7,913432189	2,58921901	0,019049478	0,102288128	-3,600588979
218632_at	HECTD3	79654	-0,532428025	8,454892346	-2,586134917	0,019171399	0,102853976	-3,606479028
205330_at	MN1	4330	-0,602139685	6,387450024	-2,584698454	0,019228438	0,103003769	-3,609221401
218009_s_at	PRC1	9055	1,016272526	9,964985293	2,584597576	0,01923245	0,103003769	-3,609413964
217954_s_at	PHF3	23469	0,613018245	8,83884994	2,580535647	0,01939465	0,103783074	-3,617165044
212476_at	ACAP2	23527	0,717781386	8,409652064	2,579937352	0,01941865	0,103822156	-3,618306291
207540_s_at	SYK	6850	0,741961576	8,001775301	2,577775143	0,019505623	0,104197562	-3,622429772
209921_at	SLC7A11	23657	0,824185977	7,93356451	2,577034576	0,019535496	0,104267567	-3,623841746
218603_at	HECA	51696	0,812525748	9,386958996	2,57596957	0,019578533	0,104407651	-3,625871999
823_at	CX3CL1	6376	0,781515359	7,493890221	2,575147157	0,019611829	0,10441923	-3,627439547
217997_at	PHLDA1	22822	1,040314816	6,67095055	2,575086401	0,019614291	0,10441923	-3,627555341
210139_s_at	PMP22	5376	0,755872132	11,23212238	2,571930403	0,019742578	0,105012274	-3,633568749
206510_at	SIX2	10736	-0,762745555	7,061271172	-2,571442874	0,019762466	0,105028217	-3,634497403
206032_at	DSC3	1825	1,395959907	6,220326212	2,569618489	0,019837059	0,105334616	-3,637971857
210220_at	FZD2	2535	0,593320922	6,973499988	2,566329034	0,019972231	0,105961888	-3,64423381
213626_at	CBR4	84869	-0,782995098	8,202413294	-2,56585728	0,019991688	0,105974695	-3,645131582
205668_at	LY75	4065	1,254532109	6,68791117	2,565046099	0,020025187	0,10606185	-3,646675135
206245_s_at	IVNS1ABP	10625	0,73981306	10,12744704	2,56340842	0,020092979	0,106240966	-3,64979075
207320_x_at	STAU1	6780	-0,486940774	11,45576697	-2,562969781	0,020111174	0,106240966	-3,650625096
202121_s_at	CHMP2A	27243	-0,707580649	9,850524589	-2,562952373	0,020111896	0,106240966	-3,650658208
206557_at	ZNF702P	79986	-0,742237969	5,876041931	-2,562580131	0,020127349	0,106240966	-3,65136621
202261_at	VPS72	6944	0,947140425	10,4030756	2,561935861	0,020154122	0,106292054	-3,652591503
219616_at	ACSS3	79611	-1,044670508	7,62734658	-2,560747843	0,020203579	0,106462591	-3,654850568
204454_at	LDOC1	23641	0,942841277	9,477159381	2,559317444	0,02026328	0,106686769	-3,657569932
219360_s_at	TRPM4	54795	-0,542766054	7,009082269	-2,558563353	0,020294821	0,106711312	-3,65900329
202916_s_at	FAM20B	9917	0,533074285	7,593895636	2,558385542	0,020302265	0,106711312	-3,659341244
35148_at	TJP3	27134	-0,857222997	6,704159145	-2,557526373	0,02033827	0,106810272	-3,660974059
217758_s_at	TM9SF3	56889	-0,492383504	10,50881425	-2,556009684	0,020401978	0,107054429	-3,663855893
219562_at	RAB26	25837	-0,630824873	7,811658889	-2,555484377	0,020424087	0,10708008	-3,664853847
204759_at	RCBTB2	1102	0,6837739	8,367700885	2,554979863	0,020445343	0,107101215	-3,665812217
221827_at	RBCK1	10616	-0,978899089	9,439996849	-2,553124312	0,0205237	0,107249342	-3,6693363
220591_s_at	EFHC2	80258	-0,597576089	5,823716729	-2,552886594	0,020533759	0,107249342	-3,669787697
212738_at	ARHGAP19	84986	0,49238479	7,973022317	2,552784633	0,020538075	0,107249342	-3,669981303
210029_at	IDO1	3620	1,502208917	9,01454262	2,55267745	0,020542613	0,107249342	-3,670184822
202951_at	STK38	11329	0,545648911	9,412755978	2,551769874	0,020581076	0,107360006	-3,671907968
202668_at	EFNB2	1948	0,849167771	9,939572299	2,550065507	0,020653491	0,107647449	-3,675143206
202664_at	WIPF1	7456	0,920137025	8,686158848	2,548137091	0,020735717	0,107985502	-3,678802608
201535_at	UBL3	5412	-0,647861414	9,670950858	-2,547115552	0,0207794	0,10809931	-3,680740615
205020_s_at	ARL4A	10124	-1,018638875	9,217640614	-2,546813335	0,020792341	0,10809931	-3,681313899
221185_s_at	IQCG	84223	1,070992553	7,779132799	2,545825002	0,020834712	0,108229107	-3,683188493
212174_at	AK2	204	1,002164214	8,704053406	2,545066866	0,02086727	0,108307752	-3,684626254
206945_at	LCT	3938	-0,88239262	7,533536117	-2,543584563	0,020931067	0,10854827	-3,687436817
218720_x_at	SEZ6L2	26470	-0,526118508	7,735612387	-2,542654255	0,020971201	0,108665774	-3,689200391
214433_s_at	SELENBP1	8991	-1,412058802	9,434838016	-2,54039357	0,021069033	0,10904002	-3,693484774
218566_s_at	CHORDC1	26973	0,702607515	8,949126926	2,540175358	0,021078499	0,10904002	-3,693898234
216194_s_at	TBCB	1155	0,748581284	10,15768376	2,539751137	0,021096913	0,109044558	-3,694701991
209464_at	AURKB	9212	0,601544484	7,637333738	2,537094721	0,021212567	0,109480644	-3,699733674
206554_x_at	SETMAR	6419	-0,604130125	6,9089282	-2,536892243	0,021221407	0,109480644	-3,700117106
205597_at	SLC44A4	80736	-0,919512168	7,699919159	-2,53660158	0,021234104	0,109480644	-3,700667509
218093_s_at	ANKRD10	55608	0,601968286	8,818506329	2,535303144	0,021290908	0,109682572	-3,703125914
208890_s_at	PLXNB2	23654	-0,656836115	9,600904036	-2,534649061	0,021319577	0,109739347	-3,704364117
214280_x_at	HNRNPA1	3178	0,559739505	10,91566814	2,53274698	0,021403156	0,110078433	-3,707964036
209110_s_at	RGL2	5863	-0,74820886	9,631201919	-2,532250507	0,021425023	0,110099828	-3,708903475
203011_at	IMPA1	3612	0,835874953	9,251456666	2,528810511	0,021577115	0,110789845	-3,715410515
211597_s_at	HOPX	84525	-1,00660791	8,059791288	-2,527318484	0,0216434	0,110859853	-3,718231599
209627_s_at	OSBPL3	26031	0,845822892	7,273635925	2,527014732	0,021656918	0,110859853	-3,718805836
221702_s_at	TM2D3	80213	0,514262234	10,59418746	2,526643895	0,021673432	0,110859853	-3,719506855
205229_s_at	COCH	1690	1,612637344	6,211997947	2,526299788	0,021688767	0,110859853	-3,720157302
212107_s_at	DHX9	1660	0,873521901	8,695796753	2,526294904	0,021688985	0,110859853	-3,720166533
212736_at	C16orf45	89927	-0,882745598	7,166311937	-2,525956684	0,021704067	0,110859853	-3,720805816
219615_s_at	KCNK5	8645	0,821405362	6,485127005	2,525699297	0,021715552	0,110859853	-3,721292287
208398_s_at	TBPL1	9519	0,623772022	8,343144105	2,524843327	0,021753786	0,110926433	-3,722909945
205883_at	ZBTB16	7704	-1,46335562	6,680035694	-2,524608809	0,021764273	0,110926433	-3,723353108
218168_s_at	COQ8A	56997	0,677930686	8,877850959	2,523808337	0,021800102	0,111018048	-3,724865602
202218_s_at	FADS2	9415	-0,85871151	9,114269504	-2,522180112	0,021873155	0,111298918	-3,727941486
203943_at	KIF3B	9371	-0,589914789	8,280860841	-2,520975574	0,021927348	0,11148344	-3,730216417
207392_x_at	UGT2B15	7366	-0,574030275	7,488019868	-2,520167228	0,021963787	0,111525864	-3,731742818
201361_at	TMEM109	79073	-0,569815012	9,778801129	-2,519210971	0,022006967	0,111525864	-3,733548239
218232_at	C1QA	712	1,212292226	9,669323114	2,518742563	0,022028148	0,111525864	-3,734432488
205698_s_at	MAP2K6	5608	-1,023928868	8,048977151	-2,518729554	0,022028736	0,111525864	-3,734457044
218772_x_at	TMEM38B	55151	1,097333969	6,536746433	2,517476232	0,022085506	0,111525864	-3,736822668
201161_s_at	YBX3	8531	0,759319258	9,540472522	2,517140012	0,022100759	0,111525864	-3,737457188
218957_s_at	PAAF1	80227	-0,948996529	9,179404723	-2,517131705	0,022101136	0,111525864	-3,737472866
202107_s_at	MCM2	4171	0,786190582	10,30303661	2,516971344	0,022108414	0,111525864	-3,737775487
200614_at	CLTC	1213	-0,608385699	12,58758096	-2,516678409	0,022121716	0,111525864	-3,738328273
205340_at	ZBTB24	9841	0,579905498	8,288713614	2,516637603	0,022123569	0,111525864	-3,738405274
212915_at	PDZRN3	23024	1,139897193	6,418809917	2,516430302	0,022132988	0,111525864	-3,738796443
201204_s_at	RRBP1	6238	-0,611179518	8,778993548	-2,515872522	0,022158348	0,111563247	-3,739848881
210720_s_at	NECAB3	63941	-0,526764915	7,679717205	-2,515095784	0,02219371	0,111568635	-3,741314285
212657_s_at	IL1RN	3557	0,876720773	8,365384126	2,515060805	0,022195304	0,111568635	-3,741380271
204202_at	IQCE	23288	-0,605051077	7,754245082	-2,514313678	0,022229371	0,111602404	-3,742789612
209774_x_at	CXCL2	2920	1,022065321	5,660025173	2,514126385	0,022237919	0,111602404	-3,743142883
213414_s_at	RPS19	6223	0,506243996	13,12496379	2,511820026	0,022343432	0,112012365	-3,747492157
203595_s_at	IFIT5	24138	0,664247239	8,950119258	2,511553936	0,022355636	0,112012365	-3,747993828
205480_s_at	UGP2	7360	0,52087251	10,97069488	2,510312174	0,022412671	0,112123347	-3,750334667
201569_s_at	SAMM50	25813	-0,583401471	9,584108801	-2,510286534	0,02241385	0,112123347	-3,750382995
210397_at	DEFB1	1672	1,3909785	6,508840339	2,509418661	0,022453796	0,112232879	-3,752018703
219648_at	MREG	55686	-1,153892252	9,760218525	-2,509016501	0,022472329	0,112235294	-3,752776583
216870_x_at	DLEU2	8847	0,762557317	7,068359278	2,507781388	0,022529338	0,112429714	-3,75510384
218981_at	SDHAF3	57001	0,584037807	5,755456515	2,507388898	0,022547483	0,112430031	-3,75584328
202990_at	PYGL	5836	0,595227945	7,368566012	2,505406834	0,022639325	0,112797535	-3,759576647
219863_at	HERC5	51191	1,186942214	8,173856074	2,504181366	0,022696286	0,112990798	-3,761884247
204912_at	IL10RA	3587	0,901475386	8,42057173	2,502846981	0,022758464	0,113209702	-3,764396368
208754_s_at	NAP1L1	4673	0,762757485	9,144264439	2,500751827	0,022856416	0,113606069	-3,768339506
34408_at	RTN2	6253	-0,774357447	7,418234933	-2,4984524	0,022964376	0,11403718	-3,772665387
205896_at	SLC22A4	6583	-0,891813849	6,652088576	-2,497600623	0,02300449	0,11403718	-3,77426737
201696_at	SRSF4	6429	0,484579536	9,674702153	2,497542336	0,023007238	0,11403718	-3,774376983
204232_at	FCER1G	2207	0,893195043	9,127218021	2,497345668	0,02301651	0,11403718	-3,774746829
217286_s_at	NDRG3	57446	-0,642378826	10,08535037	-2,496427716	0,023059836	0,114160878	-3,776472917
32837_at	AGPAT2	10555	-0,631833613	9,549831817	-2,49580952	0,023089058	0,114214607	-3,777635191
201661_s_at	ACSL3	2181	-0,907774544	9,379230058	-2,49471975	0,023140655	0,114378851	-3,779683762
208165_s_at	PRSS16	10279	1,19157416	6,575245627	2,494300342	0,023160542	0,114384491	-3,780472064
216958_s_at	IVD	3712	-0,889817228	7,220643326	-2,493920057	0,023178588	0,114384491	-3,781186782
202832_at	GCC2	9648	-0,824096433	9,248494125	-2,492313333	0,023254979	0,114670465	-3,784205958
219125_s_at	SLC50A1	55974	-0,519412224	8,226320357	-2,488588031	0,023433012	0,115456789	-3,79120275
202767_at	ACP2	53	-0,574098229	8,955573941	-2,486885369	0,023514811	0,115768086	-3,794399079
212073_at	CSNK2A1	1457	-0,843952728	8,77297264	-2,486287231	0,02354361	0,115818171	-3,795521702
208018_s_at	HCK	3055	0,923286632	8,326604644	2,485252108	0,023593529	0,115971985	-3,797464195
